#SampleID	qiita_host_age	age
1841.T20816	22.0	22.0
1841.T20817	21.0	21.0
1841.T20814	22.0	22.0
1841.T20815	20.0	20.0
1841.T20812	21.0	21.0
1841.T20360	21.0	21.0
1841.T20361	20.0	20.0
2024.final.MNIH55N.BFG10D.O	34.0	34.0
550.L5S167.s.5.sequence	33.44	33.44
550.L6S75.s.6.sequence	32.36	32.36
1774.342.Oral.Puer	45.0	45.0
1774.L514.Oral.Puer	34.0	34.0
550.L5S246.s.5.sequence	31.97	31.97
2024.final.MNIH56N.BFG11A.O	21.0	21.0
10317.000069158	60.0	60.0
10317.000007684	37.0	37.0
1841.T20257	21.0	21.0
2202.Saliva263	26.0	26.0
2202.Saliva262	26.0	26.0
2202.Saliva261	26.0	26.0
550.L6S188.s.6.sequence	32.69	32.69
1841.T21457	23.0	23.0
2202.Saliva269	26.0	26.0
11052.11.16.13.rk.t	36.0	36.0
2202.Saliva270	26.0	26.0
1841.T20529	20.0	20.0
2024.visit2.MNIH21U.BFC11G.O	20.0	20.0
11052.10.15.13.rk.t	36.0	36.0
1841.T21453	20.0	20.0
1774.430.Oral.Puer	43.0	43.0
1841.T21452	20.0	20.0
1841.T21594	29.0	29.0
2010.3130	31.0	31.0
11052.2.3.14.rk.t	37.249	37.249
1841.T20325	37.0	37.0
2202.Saliva222	26.0	26.0
10317.000023912	64.0	64.0
550.L6S68.s.6.sequence	32.34	32.34
2010.2515	26.0	26.0
1841.T21443	20.0	20.0
1841.T21441	20.0	20.0
1841.T21392	55.0	55.0
1841.T21448	22.0	22.0
1841.T21449	23.0	23.0
10317.000052311	79.0	79.0
10317.000052316	63.0	63.0
1841.T20326	32.0	32.0
1841.T21131	33.0	33.0
2024.visit3.MNIH43N.BFD10B.O	29.0	29.0
550.L6S184.s.6.sequence	32.68	32.68
2024.visit3.MNIH62O.BFD10L.O	31.0	31.0
1774.474.Oral.Puer	25.0	25.0
1841.T21284	26.0	26.0
550.L5S162.s.5.sequence	33.41	33.41
550.L6S115.s.6.sequence	32.48	32.48
2010.2601	21.0	21.0
10317.000015218	46.0	46.0
2024.visit4.MNIH05UP.BFE118.O	23.0	23.0
10317.000015119	28.0	28.0
550.L6S316.s.6.sequence	33.07	33.07
550.L5S255.s.5.sequence	32.0	32.0
2202.Saliva280	26.0	26.0
10317.000013183	48.0	48.0
550.L5S262.s.5.sequence	32.01	32.01
550.L5S242.s.5.sequence	31.96	31.96
11052.4.1.14.rk.t	37.405	37.405
2202.Saliva227	26.0	26.0
2024.visit5.MNIH61O.BFL104.O	36.0	36.0
11052.2.19.14.rk.tB	37.0	37.0
11052.1.8.14.rk.t	37.178	37.178
2202.Saliva284	26.0	26.0
11052.2.19.14.rk.tA	37.0	37.0
2024.visit3.MNIH47N.BFD108.O	28.0	28.0
2024.birth.MNIH99NP.BFF115.O	26.0	26.0
10317.000005292	69.0	69.0
550.L6S147.s.6.sequence	32.58	32.58
550.L6S271.s.6.sequence	32.93	32.93
10317.000015504	57.0	57.0
550.L6S290.s.6.sequence	32.98	32.98
550.L6S292.s.6.sequence	32.99	32.99
10317.000026509	75.0	75.0
2024.visit5.MNIH55N.BFL109.O	34.0	34.0
2024.birth.MNIH82NP.BFF10I.O	18.0	18.0
550.L6S157.s.6.sequence	32.61	32.61
10317.000003298	61.0	61.0
2024.visit3.MNIH54N.BFD101.O	28.0	28.0
550.L6S320.s.6.sequence	33.08	33.08
10317.000032637	63.0	63.0
1841.T21289	37.0	37.0
550.L6S287.s.6.sequence	32.98	32.98
1841.T20511	20.0	20.0
1841.T20912	20.0	20.0
1841.T20719	21.0	21.0
1841.T20718	20.0	20.0
10317.000009181	63.0	63.0
550.L5S184.s.5.sequence	33.49	33.49
1841.T20713	21.0	21.0
550.L5S274.s.5.sequence	32.07	32.07
1841.T20714	23.0	23.0
1841.T20717	21.0	21.0
1841.T20716	21.0	21.0
11052.12.27.13.rk.t	37.0	37.0
550.L5S259.s.5.sequence	32.01	32.01
550.L6S315.s.6.sequence	33.06	33.06
10317.000015462	69.0	69.0
11052.1.4.14.rk.t	37.167	37.167
1774.309.Oral.Puer	50.0	50.0
1841.T20625	22.0	22.0
1841.T20624	36.0	36.0
1841.T20627	22.0	22.0
1841.T20626	22.0	22.0
1841.T20623	23.0	23.0
2202.Saliva132	26.0	26.0
2010.1652	28.0	28.0
2010.1875	23.0	23.0
550.L6S327.s.6.sequence	33.15	33.15
550.L5S190.s.5.sequence	33.51	33.51
10317.000023127	40.0	40.0
10052.MG.O10	40.0	40.0
2024.visit1.MNIH49N.BFB10A.O	22.0	22.0
10317.000009539	53.0	53.0
10052.MG.O14	47.0	47.0
10052.MG.O16	45.0	45.0
2010.1473	35.0	35.0
10317.000001454	29.0	29.0
550.L6S234.s.6.sequence	32.83	32.83
550.L5S258.s.5.sequence	32.0	32.0
1841.T20533	21.0	21.0
1841.T20532	22.0	22.0
1841.T20535	22.0	22.0
1841.T20534	20.0	20.0
1841.T20536	21.0	21.0
1841.T20539	21.0	21.0
10317.000066840	27.0	27.0
550.L6S5.s.6.sequence	32.13	32.13
550.L6S267.s.6.sequence	32.92	32.92
1841.T21355	30.0	30.0
10317.000049731	36.0	36.0
2024.visit2.MNIH58N.BFC100.O	18.0	18.0
11052.12.11.13.rk.t	37.0	37.0
10317.000003087	53.0	53.0
10317.000003557	48.0	48.0
11052.2.5.14.rk.t	37.255	37.255
1841.T20395	32.0	32.0
550.L6S61.s.6.sequence	32.32	32.32
2024.visit1.MNIH54N.BFB10H.O	28.0	28.0
2024.final.MNIH59N.BFG10K.infant.O	20.0	20.0
10317.000068815	23.0	23.0
2202.Saliva231	26.0	26.0
550.L6S4.s.6.sequence	32.12	32.12
2024.visit1.MNIH37U.BFB10S.O	20.0	20.0
2202.Saliva266	26.0	26.0
1841.T20772	23.0	23.0
2202.Saliva239	26.0	26.0
550.L5S200.s.5.sequence	33.53	33.53
10317.000014159	54.0	54.0
10317.000033106	38.0	38.0
10317.000004921	34.0	34.0
10317.000063276	30.0	30.0
1841.T20520	21.0	21.0
10317.000003332	75.0	75.0
10317.000002821	37.0	37.0
1841.T20693	21.0	21.0
10317.000033127	66.0	66.0
2024.visit4.MNIH47N.BFE107.O	28.0	28.0
550.L6S123.s.6.sequence	32.5	32.5
1841.T20527	20.0	20.0
550.L6S270.s.6.sequence	32.93	32.93
2024.final.MNIH20UP.BFG106.O	20.0	20.0
11052.9.30.13.rk.t	36.0	36.0
1841.T20993	25.0	25.0
550.L6S206.s.6.sequence	32.74	32.74
10317.000005575	33.0	33.0
550.L5S195.s.5.sequence	33.52	33.52
10317.000079777	18.0	18.0
10317.000079774	18.0	18.0
550.L6S133.s.6.sequence	32.53	32.53
1841.T20447	19.0	19.0
550.L6S94.s.6.sequence	32.42	32.42
1841.T20446	27.0	27.0
550.L6S204.s.6.sequence	32.74	32.74
1841.T20866	20.0	20.0
1841.T20245	20.0	20.0
550.L5S230.s.5.sequence	33.64	33.64
11052.2.11.14.rk.tB	37.0	37.0
1841.T20992	20.0	20.0
10317.000003422	38.0	38.0
10317.000007088	21.0	21.0
1841.T20823	22.0	22.0
1841.T20821	29.0	29.0
1841.T20396	20.0	20.0
1841.T20827	20.0	20.0
1841.T20828	20.0	20.0
10317.000023862	51.0	51.0
1841.T20860	20.0	20.0
1841.T21068	23.0	23.0
1841.T21063	27.0	27.0
2202.Saliva7	26.0	26.0
2202.Saliva253	26.0	26.0
11052.10.17.13.rk.t	36.0	36.0
2202.Saliva220	26.0	26.0
550.L5S206.s.5.sequence	33.55	33.55
2202.Saliva255	26.0	26.0
550.L5S270.s.5.sequence	32.06	32.06
2202.Saliva225	26.0	26.0
10317.000003205	56.0	56.0
2024.visit2.MNIH94NP.BFC119.O	21.0	21.0
2202.Saliva224	26.0	26.0
10317.000068779	27.0	27.0
10317.000022374	22.0	22.0
2010.3104	31.0	31.0
10317.000022373	61.0	61.0
1841.T20599	36.0	36.0
550.L6S269.s.6.sequence	32.92	32.92
550.L5S236.s.5.sequence	31.94	31.94
1841.T21472	27.0	27.0
1841.T21471	27.0	27.0
1841.T21475	23.0	23.0
1841.T20298	20.0	20.0
550.L5S268.s.5.sequence	32.05	32.05
550.L5S256.s.5.sequence	32.0	32.0
2024.visit4.MNIH58N.BFE113.O	18.0	18.0
10317.000002794	54.0	54.0
10317.000003720	54.0	54.0
1841.T20332	20.0	20.0
550.L6S87.s.6.sequence	32.4	32.4
550.L6S125.s.6.sequence	32.51	32.51
550.L5S165.s.5.sequence	33.42	33.42
550.L6S127.s.6.sequence	32.51	32.51
1841.T21271	28.0	28.0
1841.T21275	30.0	30.0
1841.T21277	19.0	19.0
550.L6S195.s.6.sequence	32.71	32.71
550.L6S325.s.6.sequence	33.14	33.14
10317.000002688	47.0	47.0
550.L6S69.s.6.sequence	32.34	32.34
550.L6S291.s.6.sequence	32.98	32.98
10317.000009081	24.0	24.0
550.L5S275.s.5.sequence	32.07	32.07
1841.T21386	21.0	21.0
1774.243.Oral.Puer	36.0	36.0
2024.visit2.MNIH81NP.BFC104.O	20.0	20.0
550.L6S73.s.6.sequence	32.35	32.35
550.L5S182.s.5.sequence	33.48	33.48
1841.T20600	21.0	21.0
10317.000007107	22.0	22.0
10317.000007100	21.0	21.0
10317.000007101	21.0	21.0
1774.1.Oral.Puer	37.0	37.0
11052.12.18.13.rk.t	37.0	37.0
10317.000007109	60.0	60.0
10317.000003440	50.0	50.0
2024.birth.MNIH83NP.BFF111.O	24.0	24.0
10317.000002646	43.0	43.0
1841.T21430	22.0	22.0
550.L6S197.s.6.sequence	32.72	32.72
1841.T21490	27.0	27.0
2202.Saliva235	26.0	26.0
1841.T21492	22.0	22.0
1841.T21494	22.0	22.0
550.L6S66.s.6.sequence	32.33	32.33
10317.000045010	76.0	76.0
11052.2.7.14.rk.t	37.26	37.26
1841.T20708	29.0	29.0
10317.000013998	67.0	67.0
1841.T21103	30.0	30.0
1841.T20701	22.0	22.0
11052.12.30.13.rk.t	37.0	37.0
1841.T21102	22.0	22.0
2202.Saliva236	26.0	26.0
10317.000029616	37.0	37.0
10317.000049749	37.0	37.0
11052.11.7.13.rk.tB	36.0	36.0
10317.000015327	35.0	35.0
11052.11.7.13.rk.tA	36.0	36.0
2202.Saliva237	26.0	26.0
2024.visit4.MNIH60N.BFE114.O	20.0	20.0
10317.000015213	33.0	33.0
1841.T20638	20.0	20.0
1841.T20639	22.0	22.0
1841.T20636	20.0	20.0
1841.T20634	20.0	20.0
1841.T20632	41.0	41.0
2202.Saliva234	26.0	26.0
1841.T20630	21.0	21.0
2024.visit1.MNIH05UP.BFB11L.O	23.0	23.0
10317.000049969	46.0	46.0
2024.birth.MNIH02UP.BFF10F.O	19.0	19.0
2010.1864	23.0	23.0
1841.T21108	21.0	21.0
2202.Saliva83	26.0	26.0
1841.T21241	22.0	22.0
1774.320.Oral.Puer	45.0	45.0
2010.1461	34.0	34.0
2024.visit5.MNIH86NP.BFL10D.O	25.0	25.0
550.L5S250.s.5.sequence	31.98	31.98
1841.T21366	28.0	28.0
550.L5S118.s.5.sequence	33.19	33.19
2024.visit2.MNIH82NP.BFC105.O	18.0	18.0
1841.T20523	21.0	21.0
11052.RK.Tong.10.23.2008	36.0	36.0
10317.000027738	53.0	53.0
1841.T20524	22.0	22.0
1841.T21357	37.0	37.0
10317.000066852	27.0	27.0
1841.T20528	20.0	20.0
550.L5S135.s.5.sequence	33.27	33.27
10317.000033558	67.0	67.0
2024.visit2.MNIH01UP.BFC11I.O	21.0	21.0
2024.visit5.MNIH16UP.BFL10I.O	18.0	18.0
10317.000002248	59.0	59.0
2024.birth.MNIH56N.BFF118.O	21.0	21.0
550.L5S159.s.5.sequence	33.4	33.4
2010.1515	34.0	34.0
1841.T21324	20.0	20.0
550.L6S200.s.6.sequence	32.72	32.72
11052.12.31.13.rk.t	37.0	37.0
11052.3.25.14.rk.t	37.386	37.386
550.L5S158.s.5.sequence	33.4	33.4
10317.000048361	65.0	65.0
